,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category,center_X,center_Y
8302,8303,062429040.jpg,674,644,679,543,690,420,725,411,699,525,703,623,708,416,746,229,735.7034,198.934,706.2966,113.066,681,269,712,291,761,219,730,238,699,320,656,280,2.722916083907104,boxing,sports,707.5,415.5
8303,8304,083671072.jpg,-1,-1,318,672,363,506,424,506,475,677,-1,-1,394,506,393,315,394.0511,289.0737,397.9489,192.9263,368,358,302,404,328,318,458,312,531,351,603,350,2.88679199112094,boxing,sports,393.5,506.0
8305,8306,007081470.jpg,-1,-1,-1,-1,574,1010,449,996,-1,-1,-1,-1,512,1003,525,599,528.2444,560.2085,544.7556,362.7915,844,545,847,653,656,580,393,618,332,785,402,788,5.943187023811382,boxing,sports,511.5,1003.0
8307,8308,057692214.jpg,-1,-1,1545,956,1598,723,1658,739,1689,958,-1,-1,1628,731,1691,483,1687.3652,439.7457,1674.6348,288.2543,1516,708,1571,581,1595,468,1786,497,1761,658,1711,783,4.5607578317643656,boxing,sports,1628.0,731.0
8308,8309,085491696.jpg,1440,980,1464,737,1541,537,1630,540,1707,742,1716,944,1586,539,1593,250,1601.6219,200.1161,1626.3781,56.8839,1425,542,1444,400,1493,239,1692,261,1704,429,1716,564,4.360675177079807,boxing,sports,1585.5,538.5
8480,8481,029244546.jpg,386,488,386,408,384,395,339,399,365,458,386,541,362,397,384,270,393.3309,255.1064,426.6691,201.8936,395,408,386,351,413,288,354,251,326,283,363,298,1.8838089075062787,soccer,sports,361.5,397.0
8481,8482,008139032.jpg,630,546,646,469,643,388,607,386,621,453,634,527,625,387,621,243,627.2936,227.0809,648.7064,172.9191,694,283,694,288,661,251,580,234,544,294,520,328,1.7472263734273243,soccer,sports,625.0,387.0
8482,8483,001143268.jpg,740,553,765,474,812,375,796,378,765,464,818,542,804,377,766,248,753.4392,235.7833,705.5608,189.2167,912,250,859,241,806,227,726,269,702,337,670,382,2.003676620615213,soccer,sports,804.0,376.5
8483,8484,042745053.jpg,778,546,815,470,872,375,847,379,818,464,867,496,860,377,832,244,826.9541,237.6212,784.0459,183.3788,990,276,936,252,861,230,803,257,801,318,779,376,2.0748551756688944,soccer,sports,859.5,377.0
8484,8485,041033759.jpg,740,524,728,441,736,375,691,374,688,443,691,505,714,375,693,251,689.3146,230.1886,679.6854,175.8114,818,315,782,280,734,241,652,260,662,263,660,250,1.6566955061205422,soccer,sports,713.5,374.5
8661,8662,025523122.jpg,144,339,160,281,135,226,104,219,133,272,114,338,120,223,180,166,184.0051,161.6308,208.9949,134.3692,176,252,178,224,191,171,168,160,140,193,111,244,1.109464735807317,soccer,sports,119.5,222.5
8756,8757,065502470.jpg,904,747,995,672,1094,763,1021,749,872,679,762,795,1058,756,1141,570,1141.7098,537.3479,1144.2902,418.6521,949,612,1017,612,1190,566,1091,573,964,614,892,614,3.561716440145116,"rowing, stationary",conditioning exercise,1057.5,756.0
8757,8758,032125517.jpg,551,559,613,439,793,501,690,522,561,481,497,597,742,512,751,345,753.3737,305.6369,760.6263,185.3631,650,406,702,388,799,330,702,359,592,396,516,408,3.614769702207874,"rowing, stationary",conditioning exercise,741.5,511.5
8758,8759,010301919.jpg,572,547,615,427,770,503,694,522,549,441,520,576,732,513,659,318,656.2012,306.1294,632.7988,206.8706,549,404,623,361,698,295,619,340,541,398,466,429,3.059411708155671,"rowing, stationary",conditioning exercise,732.0,512.5
8760,8761,009427598.jpg,264,347,366,246,526,251,553,274,372,265,265,374,540,263,555,95,555.1082,92.0774,558.8918,-10.0774,363,176,450,153,528,90,581,99,498,177,390,200,3.0667455062329507,"rowing, stationary",conditioning exercise,539.5,262.5
8761,8762,058286936.jpg,154,345,297,275,439,248,484,271,321,299,152,376,462,260,508,107,507.7189,87.6012,506.2811,-11.6012,413,182,472,170,477,96,538,118,547,228,441,207,2.9763870716020784,"rowing, stationary",conditioning exercise,461.5,259.5
8762,8763,005166218.jpg,225,387,343,329,471,284,501,323,362,347,223,414,486,304,576,156,576.0,142.246,576.0,45.754,494,205,543,199,553,151,598,160,630,271,557,232,2.8947621663964034,"rowing, stationary",conditioning exercise,486.0,303.5
8763,8764,033692687.jpg,224,404,356,343,478,307,514,332,374,369,220,436,496,320,546,167,544.4551,152.7649,533.5449,52.2351,377,220,441,205,511,159,580,175,496,223,406,237,3.033603797465977,"rowing, stationary",conditioning exercise,496.0,319.5
8765,8766,029434817.jpg,154,416,159,270,106,284,185,279,261,257,270,376,146,282,157,162,159.23,156.7529,188.77,87.2471,198,246,119,246,112,161,201,163,227,223,219,231,2.2656813544715413,"rowing, stationary",conditioning exercise,145.5,281.5
8768,8769,024582713.jpg,255,389,201,264,134,305,193,284,261,261,306,376,164,295,187,209,189.4131,202.6656,216.5869,131.3344,225,338,159,302,144,214,229,203,284,267,315,323,2.2899572048403,"rowing, stationary",conditioning exercise,163.5,294.5
8770,8771,074777664.jpg,247,408,156,353,95,306,141,296,200,343,304,387,118,301,87,191,90.0627,173.8147,101.9373,107.1853,41,229,12,261,43,193,130,189,139,245,159,222,2.030377304837699,"rowing, stationary",conditioning exercise,118.0,301.0
8771,8772,039745393.jpg,249,425,155,363,106,314,140,306,196,354,297,415,123,310,93,218,91.0074,191.4322,85.9926,124.5678,92,258,31,275,57,215,129,221,154,255,171,267,2.011566553708825,"rowing, stationary",conditioning exercise,123.0,310.0
8772,8773,021042048.jpg,245,404,160,345,87,286,141,284,205,338,293,388,114,285,109,183,109.1732,164.6418,109.8268,95.3582,118,295,82,254,74,185,143,180,181,238,221,277,2.078599528528764,"rowing, stationary",conditioning exercise,114.0,285.0
8994,8995,072785587.jpg,1452,731,1424,573,1480,373,1421,392,1327,573,1299,775,1451,383,1215,318,1200.3596,303.4681,1094.6404,198.5319,1208,520,1255,437,1191,323,1238,312,1263,453,1183,551,4.468707195599192,basketball,sports,1450.5,382.5
8995,8996,018373893.jpg,342,222,365,147,378,91,423,90,480,143,493,222,401,91,399,50,402.0,26.0,394.0,79.0,314,143,328,87,373,48,425,52,460,118,468,184,1.598659438404565,basketball,sports,400.5,90.5
8996,8997,051148677.jpg,422,416,348,317,412,219,478,211,433,306,480,493,445,215,399,125,412.8491,141.8891,344.1509,58.1109,323,263,323,169,323,115,474,134,541,217,539,321,3.250294755864458,basketball,sports,445.0,215.0
8997,8998,009326012.jpg,766,982,843,720,761,475,677,475,737,701,780,956,719,475,835,251,862.9275,229.4906,968.0725,148.5094,1062,521,961,446,898,256,771,246,817,427,927,509,3.981469075605134,basketball,sports,719.0,475.0
8998,8999,092088616.jpg,1649,527,1646,450,1650,342,1600,346,1598,455,1600,529,1625,344,1604,290,1600.0,267.0,1591.0,214.0,1699,384,1699,334,1649,284,1559,295,1559,344,1564,418,1.6242167343061087,basketball,sports,1625.0,344.0
9001,9002,094487564.jpg,1168,732,1212,622,1224,535,1322,542,1382,617,1387,735,1273,539,1307,434,1309.7395,410.4096,1322.2605,302.5904,1272,622,1250,545,1243,446,1370,422,1361,516,1373,607,3.2563144811273985,basketball,sports,1273.0,538.5
9002,9003,000612865.jpg,1154,742,1152,662,1181,569,1245,578,1269,648,1267,732,1213,574,1219,449,1218.6623,437.8551,1215.3377,328.1449,1120,653,1137,549,1159,451,1279,446,1306,540,1337,636,3.2928139941393595,basketball,sports,1213.0,573.5
9003,9004,046413519.jpg,950,932,1021,753,993,638,1067,626,1117,750,1123,929,1030,632,991,445,988.0438,479.1603,1002.9562,306.8397,894,740,897,632,912,468,1070,422,1120,496,1200,570,5.18894208871134,basketball,sports,1030.0,632.0
9004,9005,002465606.jpg,926,882,977,713,1085,571,1182,587,1261,742,1343,895,1134,579,1164,403,1164.6762,395.84,1180.3238,230.16,1045,676,1021,534,1101,399,1227,407,1235,544,1264,668,4.992519203768775,basketball,sports,1133.5,579.0
9005,9006,090869277.jpg,-1,-1,553,885,662,609,981,593,1115,897,-1,-1,822,601,677,316,676.4921,314.0938,596.5079,13.9062,110,727,342,535,457,342,897,289,928,590,891,873,9.319821457517303,basketball,sports,821.5,601.0
9006,9007,051840754.jpg,-1,-1,631,990,724,690,972,662,1220,966,-1,-1,848,676,901,333,901.3191,317.4538,907.6809,7.5462,370,776,516,544,693,311,1108,355,1220,593,1400,835,9.29918706124358,basketball,sports,848.0,676.0
9007,9008,007494401.jpg,547,1053,708,780,811,569,1021,553,1108,780,1149,1046,916,561,1000,248,999.8454,248.4998,1073.1546,11.5002,780,674,749,435,851,240,1149,255,1263,420,1431,528,7.442360915730975,basketball,sports,916.0,561.0
9008,9009,011027673.jpg,-1,-1,-1,-1,901,476,1111,432,-1,-1,-1,-1,1006,454,950,97,945.4924,86.4032,897.5076,-26.4032,516,190,597,178,792,94,1108,100,1056,358,947,550,3.6776427232671742,basketball,sports,1006.0,454.0
9009,9010,038350902.jpg,786,956,904,758,1006,562,1189,587,1251,783,1251,1071,1098,575,1219,160,1220.218,157.4252,1296.782,-4.4252,854,541,922,299,1040,144,1397,175,1561,277,1788,314,5.371390881326736,basketball,sports,1097.5,574.5
9011,9012,069290915.jpg,-1,-1,776,650,907,489,1033,477,983,710,-1,-1,970,483,882,345,850.985,296.5914,765.015,162.4086,770,452,822,435,805,330,958,359,965,526,807,522,4.7808216866978,basketball,sports,970.0,483.0
9012,9013,086761887.jpg,-1,-1,785,576,898,437,983,431,983,623,-1,-1,941,434,842,319,813.7372,280.6299,719.2628,152.3701,667,597,764,464,764,334,919,303,909,491,768,621,4.77895386041757,basketball,sports,940.5,434.0
9014,9015,004321370.jpg,527,623,538,500,580,413,662,418,705,511,732,620,621,416,622,330,618.6435,306.3278,606.3565,219.6722,512,477,524,423,564,331,679,328,678,429,652,517,2.6256702001584284,basketball,sports,621.0,415.5
9015,9016,097431764.jpg,479,656,461,499,553,412,660,386,618,560,697,717,607,399,480,290,460.22,243.6339,406.78,118.3661,281,435,378,370,414,289,545,291,549,426,505,558,4.085713646353597,basketball,sports,606.5,399.0
9016,9017,001717299.jpg,1084,602,1067,458,1115,336,1185,349,1198,469,1196,614,1150,343,1132,235,1128.1624,234.3431,1024.8376,216.6569,1079,161,1118,179,1076,213,1188,256,1254,341,1203,415,3.144824319417541,basketball,sports,1150.0,342.5
9019,9020,001009041.jpg,1090,602,1086,517,1079,416,1089,420,1105,535,1113,630,1084,418,1062,268,1057.2354,251.8005,1036.7646,182.1995,991,327,1044,336,1058,275,1065,261,1052,335,980,323,2.176470537360889,basketball,sports,1084.0,418.0
9021,9022,098054030.jpg,870,451,882,403,896,361,928,367,967,403,977,467,912,364,923,307,923.7337,300.3971,929.2663,250.6029,864,386,876,344,892,305,953,309,969,348,969,382,1.503020957937713,basketball,sports,912.0,364.0
9025,9026,056553891.jpg,-1,-1,-1,-1,312,585,258,585,-1,-1,-1,-1,285,585,271,430,270.2464,411.4603,266.7536,325.5397,379,245,351,325,320,412,222,447,201,543,209,598,2.5797488249827736,basketball,sports,285.0,585.0
9027,9028,073941791.jpg,756,464,745,413,766,346,803,352,812,437,828,506,785,349,750,247,747.0473,234.5475,729.9527,162.4525,591,246,649,246,708,243,791,250,825,319,824,384,2.2228198307555207,basketball,sports,784.5,349.0
9028,9029,018105036.jpg,643,904,702,699,699,482,783,476,913,590,897,789,741,479,926,367,939.4885,348.857,1054.5115,194.143,1003,559,888,544,901,395,950,339,990,448,1062,535,5.783601646033378,basketball,sports,741.0,479.0
9029,9030,095900709.jpg,-1,-1,963,764,578,507,451,494,531,469,528,876,515,501,841,263,900.5974,186.9782,1035.4026,15.0218,928,593,795,550,932,280,749,246,662,494,842,544,6.55494439335682,basketball,sports,514.5,500.5
9030,9031,063873926.jpg,445,1065,435,742,172,457,280,420,482,566,441,792,226,439,530,228,606.8317,196.8783,848.1683,99.1217,553,699,361,513,472,255,587,200,590,345,662,488,7.811511505464227,basketball,sports,226.0,438.5
9031,9032,084704692.jpg,817,662,854,547,932,345,1049,398,1074,587,1084,780,991,372,1133,263,1115.9264,277.1559,1308.0736,117.8441,1291,634,1115,479,1074,271,1192,255,1201,389,1254,510,7.488038461439683,basketball,sports,990.5,371.5
9032,9033,054006572.jpg,869,662,895,568,920,493,968,495,1006,581,1038,658,944,494,943,454,941.2335,469.4565,948.7665,403.5435,863,442,867,442,912,433,974,474,991,542,983,585,1.9902643040561223,basketball,sports,944.0,494.0
9033,9034,041427685.jpg,928,696,964,561,1007,420,1072,427,1132,576,1197,701,1040,424,1042,361,1033.2753,385.5383,1066.7247,291.4617,928,273,932,290,988,323,1096,398,1118,506,1113,595,2.9953884556097226,basketball,sports,1039.5,423.5
9034,9035,097718291.jpg,939,361,979,316,996,235,1034,240,1062,310,1074,398,1015,238,1028,175,1026.8206,178.4762,1048.1794,115.5238,925,269,944,226,994,175,1062,175,1095,223,1096,262,1.9943119114120536,basketball,sports,1015.0,237.5
9110,9111,020247856.jpg,657,537,663,445,668,358,705,355,713,451,720,527,687,357,677,252,677.0,241.8516,677.0,192.1484,669,199,660,224,646,254,708,249,728,216,706,172,1.4910935584328704,basketball,sports,686.5,356.5
9111,9112,018247633.jpg,275,454,294,362,337,264,395,285,402,389,429,466,366,275,377,116,374.0271,103.4888,355.9729,27.5112,290,233,317,183,336,110,418,121,433,225,377,290,2.3427983267878605,basketball,sports,366.0,274.5
9112,9113,061345743.jpg,300,445,316,349,278,231,270,228,305,327,297,413,274,230,345,123,354.8705,106.0297,392.1295,41.9703,383,250,334,204,360,119,330,126,323,191,371,237,2.2232084922471844,basketball,sports,274.0,229.5
9113,9114,088543876.jpg,584,548,586,428,590,314,546,318,544,444,546,544,568,316,561,187,561.261,176.6906,562.739,118.3094,574,69,592,122,599,189,523,184,503,130,523,58,1.752,basketball,sports,568.0,316.0
9114,9115,006649080.jpg,728,655,708,525,685,400,644,401,608,538,584,654,665,401,653,301,650.4585,275.8157,644.5415,217.1843,715,323,745,341,703,295,602,307,614,363,639,339,1.767873298627478,basketball,sports,664.5,400.5
9115,9116,095304659.jpg,747,541,745,496,741,432,776,432,783,489,784,542,759,432,758,329,757.4276,314.5002,755.5724,267.4998,717,412,716,373,724,330,791,327,801,376,783,414,1.411110201224553,basketball,sports,758.5,432.0
9117,9118,009163821.jpg,1030,818,1018,677,1053,507,1112,507,1110,684,1125,835,1083,507,1099,319,1096.2288,283.6667,1089.7712,201.3333,1028,156,982,245,1047,316,1150,322,1119,234,1098,171,2.477585921819866,basketball,sports,1082.5,507.0
9118,9119,011227276.jpg,-1,-1,670,1043,716,738,825,740,847,1052,-1,-1,771,739,780,456,802.1626,368.4717,836.8374,231.5283,683,479,615,604,659,457,901,454,953,607,871,500,4.237954223443194,basketball,sports,770.5,739.0
9119,9120,072674057.jpg,-1,-1,1511,966,1506,708,1585,711,1643,956,-1,-1,1546,710,1564,448,1554.4523,371.8837,1537.5477,237.1163,1554,658,1482,600,1472,448,1655,448,1682,598,1643,670,4.074702443123915,basketball,sports,1545.5,709.5
9121,9122,061074849.jpg,-1,-1,696,1012,804,733,944,742,925,1068,-1,-1,874,738,785,457,765.3301,421.2008,654.6699,219.7992,662,606,739,553,696,420,873,494,953,718,761,817,6.894018276738176,basketball,sports,874.0,737.5
9122,9123,071585002.jpg,908,970,971,806,1012,589,1131,586,1209,762,1204,998,1072,588,1122,395,1115.235,421.0194,1154.765,268.9806,1250,547,1097,597,1048,441,1196,348,1235,335,1297,400,4.712808080115294,basketball,sports,1071.5,587.5
9123,9124,076196974.jpg,-1,-1,-1,-1,294,978,311,975,-1,-1,-1,-1,303,977,280,753,287.4621,710.4114,313.5379,561.5886,357,1016,292,917,273,751,287,754,290,905,347,997,4.532697210271165,basketball,sports,302.5,976.5
9124,9125,026281427.jpg,-1,-1,659,997,683,797,753,800,777,994,-1,-1,718,799,730,591,735.0,537.0,746.0,441.0,616,845,637,732,666,600,794,581,849,456,885,362,2.8764978706753808,basketball,sports,718.0,798.5
9125,9126,004522963.jpg,-1,-1,463,954,492,754,566,751,585,966,-1,-1,529,753,527,571,532.9168,502.6607,541.0832,408.3393,453,561,405,631,465,578,588,564,634,441,655,374,2.8402253431726154,basketball,sports,529.0,752.5
9369,9370,002677059.jpg,1011,598,983,521,1009,474,1050,460,1108,507,1204,539,1030,467,978,432,973.2507,427.5899,926.7493,384.4101,953,513,959,480,959,448,997,416,1050,438,1098,460,1.9037310734449864,"skiing, downhill",winter activities,1029.5,467.0
9370,9371,009193794.jpg,1181,816,1126,687,1032,552,1140,523,1263,631,1409,761,1086,538,1053,405,1045.0714,453.5629,1068.9286,307.4371,1099,518,1032,573,976,429,1130,381,1224,484,1154,484,4.441815844899471,"skiing, downhill",winter activities,1086.0,537.5
9371,9372,068592922.jpg,1070,459,1112,318,1186,298,1253,307,1193,323,1193,463,1220,303,1168,223,1188.4575,244.1881,1119.5425,172.8119,1090,262,1076,300,1119,218,1217,227,1195,325,1148,282,2.976483831637592,"skiing, downhill",winter activities,1219.5,302.5
9374,9375,069467200.jpg,992,697,1014,451,948,338,1056,316,1180,399,1260,623,1002,327,1024,202,969.5515,243.4846,1099.4485,144.5154,1036,324,956,399,934,225,1114,178,1216,316,1141,294,4.899116655071606,"skiing, downhill",winter activities,1002.0,327.0
9375,9376,000810094.jpg,1181,561,1208,371,1342,340,1434,350,1335,379,1316,581,1388,345,1273,280,1322.3862,280.0,1188.6138,280.0,1174,369,1164,405,1210,278,1335,282,1325,427,1251,364,4.013170317840996,"skiing, downhill",winter activities,1388.0,345.0
9692,9693,086163261.jpg,1182,951,1105,778,1208,631,1273,638,1314,826,1473,877,1241,635,1215,357,1208.9476,340.1482,1170.0524,231.8518,1430,367,1341,376,1249,367,1180,347,1136,323,1083,369,3.452081111445674,"softball, general",sports,1240.5,634.5
9693,9694,015073241.jpg,1300,872,1315,739,1274,610,1317,612,1247,739,1129,759,1296,611,1346,444,1345.7042,424.0342,1344.2958,328.9658,1079,470,1194,465,1291,432,1401,456,1372,516,1375,578,2.85236743776113,"softball, general",sports,1295.5,611.0
9694,9695,027883758.jpg,1180,1002,1102,854,1047,665,984,682,867,861,889,1062,1016,674,945,442,931.5325,413.7349,877.4675,300.2651,1151,573,1066,532,989,432,901,452,945,561,940,687,3.770750588410748,"softball, general",sports,1015.5,673.5
9695,9696,009349236.jpg,868,1017,693,893,695,671,762,671,740,878,789,1047,729,671,765,388,765.6618,363.38,769.3382,226.62,685,300,581,362,700,372,829,404,898,537,814,649,4.104280692155448,"softball, general",sports,728.5,671.0
9697,9698,023872881.jpg,1021,898,981,975,947,715,1062,699,1190,792,1238,1067,1005,707,977,424,970.3887,362.0494,956.6113,232.9506,815,427,868,439,904,432,1050,415,1127,554,1142,684,3.894956739169256,"softball, general",sports,1004.5,707.0
9698,9699,091763319.jpg,862,958,903,780,943,595,1025,590,1066,776,1088,922,984,593,983,358,982.1413,351.2914,967.8587,239.7086,794,222,842,299,922,345,1044,371,1069,511,1107,631,3.3747959938342937,"softball, general",sports,984.0,592.5
9699,9700,007810969.jpg,1108,970,1103,812,1146,610,1243,617,1267,816,1310,929,1195,614,1224,373,1219.2859,300.0702,1211.7141,182.9298,1019,557,1115,475,1149,369,1298,376,1320,525,1334,648,3.5215451154287374,"softball, general",sports,1194.5,613.5
9700,9701,042741512.jpg,1795,1067,1678,941,1706,788,1745,778,1721,963,-1,-1,1726,783,1753,553,1742.3104,525.8519,1700.6896,420.1481,1639,626,1764,658,1774,549,1731,557,1702,674,1610,619,3.408084505994533,"softball, general",sports,1725.5,783.0
9730,9731,018934772.jpg,84,686,101,561,103,399,163,386,111,569,115,663,133,393,103,147,109.5482,107.9223,127.4518,1.0777,3,394,16,307,45,147,161,147,101,261,95,345,3.250028922948225,"softball, general",sports,133.0,392.5
9731,9732,036124279.jpg,874,778,977,653,1028,453,1109,444,1153,607,1172,802,1069,449,1100,251,1105.2,237.6,1146.8,130.4,977,518,977,386,1023,263,1177,239,1196,364,1218,470,3.4496608528955424,"softball, general",sports,1068.5,448.5
9739,9740,008947838.jpg,297,599,305,486,303,363,379,351,389,486,396,605,341,357,334,224,334.7715,197.3822,337.2285,112.6178,329,363,277,303,284,227,383,221,406,301,368,359,2.544,"softball, general",sports,341.0,357.0
9763,9764,034809555.jpg,590,645,654,526,662,407,709,405,775,516,777,643,686,406,682,250,687.6041,231.2704,714.3959,141.7296,614,251,630,314,634,255,729,245,773,292,826,302,2.8038944345320846,"softball, general",sports,685.5,406.0
9825,9826,029670629.jpg,288,362,250,293,182,317,215,307,280,281,319,348,199,312,253,245,254.5651,237.6348,268.4349,172.3652,286,357,254,310,229,252,277,237,306,288,340,324,2.001807183521929,"rowing, stationary",conditioning exercise,198.5,312.0
9826,9827,056277007.jpg,627,286,639,212,654,150,679,154,678,218,665,277,667,152,678,64,678.4135,47.873,679.5865,2.127,621,150,636,107,645,62,711,66,720,110,687,110,1.3728335660232087,"rowing, stationary",conditioning exercise,666.5,152.0
9827,9828,024935231.jpg,470,477,412,371,336,349,394,340,477,345,536,459,365,345,396,244,397.2299,226.7815,402.7701,149.2185,450,379,395,323,347,253,444,234,499,291,551,337,2.3328197530027905,"rowing, stationary",conditioning exercise,365.0,344.5
9828,9829,081698338.jpg,361,396,406,302,423,218,482,224,515,306,517,419,453,221,517,122,533.2954,111.1902,601.7046,65.8098,487,260,437,193,473,119,561,124,551,174,517,229,2.4627789182141377,"rowing, stationary",conditioning exercise,452.5,221.0
9829,9830,011050135.jpg,630,461,630,363,652,268,648,274,626,384,623,478,650,271,558,170,540.2702,145.0885,496.7298,83.9115,565,296,572,231,544,178,571,161,630,216,610,278,2.2526784058094043,"rowing, stationary",conditioning exercise,650.0,271.0
9834,9835,028249884.jpg,641,598,848,546,1019,516,1061,538,862,572,642,609,1040,527,1145,380,1139.5882,350.0758,1116.4118,221.9242,1048,426,1088,458,1117,375,1173,384,1188,514,1091,436,3.9069169430639294,"rowing, stationary",conditioning exercise,1040.0,527.0
9842,9843,064601029.jpg,1272,994,1205,773,1128,646,1265,629,1323,759,1455,975,1197,638,1203,393,1202.5332,328.118,1201.4668,179.882,1133,607,1087,513,1097,398,1309,388,1369,492,1426,573,4.447194171609779,"rowing, stationary",conditioning exercise,1196.5,637.5
9853,9854,046717413.jpg,434,884,403,648,198,833,198,780,381,610,410,828,198,807,154,550,152.296,528.9242,136.704,336.0758,542,648,398,641,177,571,131,528,268,557,371,573,5.804329418632268,"rowing, stationary",conditioning exercise,198.0,806.5
9905,9906,015650790.jpg,1053,445,941,387,918,259,899,259,792,336,797,456,909,259,783,175,771.1468,153.6284,728.8532,77.3716,737,267,764,240,761,168,805,182,846,250,774,290,2.616,"softball, general",sports,908.5,259.0
9908,9909,098639858.jpg,509,551,573,556,638,471,686,471,788,549,739,537,662,471,678,347,676.8425,331.2288,671.1575,253.7712,727,407,694,402,647,355,708,338,745,387,761,383,2.329978540673712,"softball, general",sports,662.0,471.0
9913,9914,051774066.jpg,930,929,928,759,923,602,875,600,865,751,839,879,899,601,910,424,917.5014,393.0326,941.4986,293.9674,1009,460,976,499,947,424,872,424,829,513,865,535,3.057905165305164,"softball, general",sports,899.0,601.0
9915,9916,000172482.jpg,1351,958,1281,857,1300,723,1262,720,1204,840,1235,968,1281,722,1249,546,1244.222,505.8645,1233.778,418.1355,1250,638,1298,629,1279,545,1219,547,1221,634,1185,655,2.650452036917476,"softball, general",sports,1281.0,721.5
9916,9917,009766632.jpg,518,496,510,414,504,331,459,327,447,411,424,484,482,329,482,231,482.2326,208.9041,482.7674,158.0959,552,249,552,262,521,229,443,233,430,280,426,273,1.5243306727872397,"softball, general",sports,481.5,329.0
9917,9918,010155660.jpg,356,448,398,390,357,303,311,302,314,397,280,477,334,303,360,184,362.8874,165.1358,372.1126,104.8642,451,271,427,245,402,188,317,179,290,244,273,282,1.8292031051799575,"softball, general",sports,334.0,302.5
9919,9920,020491603.jpg,708,639,709,527,740,412,804,412,804,548,829,668,772,412,782,254,777.5806,234.2828,760.4194,157.7172,717,235,746,253,759,262,805,245,865,267,886,306,2.353958368365932,"softball, general",sports,772.0,412.0
9921,9922,092860633.jpg,1014,622,1006,546,932,439,869,429,813,535,723,644,901,434,912,290,913.7931,270.9281,921.2069,192.0719,917,314,938,296,961,282,863,298,845,368,812,445,2.3761212090295394,"softball, general",sports,900.5,434.0
9922,9923,097589334.jpg,987,580,982,476,960,362,900,365,923,501,926,622,930,364,934,238,934.2304,204.5969,934.7696,126.4031,984,359,1001,323,990,242,878,234,862,317,839,394,2.345869561591181,"softball, general",sports,930.0,363.5
9923,9924,085128884.jpg,827,647,742,553,728,419,794,406,766,555,787,715,761,413,718,235,705.5901,194.3636,679.4099,108.6364,671,394,687,372,665,270,771,200,848,277,841,322,2.6890712151224254,"softball, general",sports,761.0,412.5
9924,9925,043336695.jpg,-1,-1,682,594,682,388,768,390,787,575,-1,-1,725,389,721,220,708.2766,143.6597,692.7234,50.3403,623,81,639,155,654,245,787,194,825,281,831,316,2.838196610525775,"softball, general",sports,725.0,389.0
9927,9928,004024477.jpg,-1,-1,1737,917,1759,751,1646,742,1605,927,-1,-1,1703,747,1710,504,1712.546,448.2203,1718.454,318.7797,1816,773,1807,660,1807,521,1612,487,1585,624,1552,756,3.8872591886829455,"softball, general",sports,1702.5,746.5
9936,9937,043161552.jpg,779,573,763,477,794,370,829,387,812,524,826,638,812,379,862,245,863.111,239.7374,879.889,160.2626,715,195,783,230,832,221,892,269,889,296,889,312,2.4367978988828765,frisbee,sports,811.5,378.5
9937,9938,082832297.jpg,737,565,716,472,755,384,800,394,772,500,785,626,778,389,717,248,717.6636,250.4886,696.3364,170.5114,646,368,671,320,686,242,748,253,743,346,747,413,2.483159278016616,frisbee,sports,777.5,389.0
9938,9939,047342113.jpg,792,551,743,458,840,413,885,423,821,477,858,614,863,418,768,301,762.3074,286.1992,733.6926,211.8008,715,357,733,343,746,301,789,301,818,360,853,413,2.391344391759581,frisbee,sports,862.5,418.0
9940,9941,072968681.jpg,304,415,372,376,448,398,425,415,429,512,462,615,437,407,454,284,447.8318,263.8132,427.1682,196.1868,454,345,493,345,484,289,423,279,384,332,336,298,2.121388224724555,frisbee,sports,436.5,406.5
9948,9949,017183456.jpg,1089,631,1077,505,1095,487,1146,524,1140,588,1129,607,1121,506,1113,384,1106.1025,362.3496,1083.8975,292.6504,962,497,1024,450,1063,397,1162,371,1210,426,1230,487,2.1945240941944566,frisbee,sports,1120.5,505.5
9950,9951,019293444.jpg,884,573,831,477,921,407,924,399,812,471,876,564,923,403,959,266,966.6977,244.4129,997.3023,158.5871,802,328,895,322,950,285,967,246,946,282,863,237,2.733577875239701,frisbee,sports,922.5,403.0
9955,9956,056897003.jpg,914,519,900,480,878,443,856,446,852,485,845,520,867,445,867,388,873.2478,370.8866,883.7522,342.1134,908,378,900,399,876,389,858,386,873,385,884,370,0.918921106515679,frisbee,sports,867.0,444.5
9963,9964,085985147.jpg,1415,774,1377,668,1347,560,1292,569,1254,666,1263,772,1320,565,1308,375,1304.7288,351.4133,1292.2712,261.5867,1419,514,1392,461,1356,378,1259,372,1248,456,1197,524,2.720588171701112,frisbee,sports,1319.5,564.5
9967,9968,007983107.jpg,697,638,694,553,716,497,755,503,758,573,780,610,736,500,739,415,736.1345,386.8662,730.8655,335.1338,699,464,676,466,703,410,774,420,774,471,748,482,1.5599999999999998,frisbee,sports,735.5,500.0
